id,number rooms,room type,neighborhood group,price,utilization
24553065,1,Entire home/apt,Manhattan,161,289.1036187
24553617,1,Private room,Queens,377,85.5180761
24554170,1,Shared room,Brooklyn,1066,0.0
24554722,1,Private room,Manhattan,1111,83.28132887
24555274,1,Private room,Manhattan,853,25.08149443
24556931,1,Entire home/apt,Manhattan,265,168.208671
24557483,1,Private room,Brooklyn,1081,33.05687028
24558588,4,Entire home/apt,Manhattan,893,74.12844611
24559140,1,Private room,Brooklyn,240,149.1367483
24559693,1,Private room,Queens,298,96.72392705
24560245,1,Entire home/apt,Manhattan,78,363.0
24574052,4,Entire home/apt,Queens,552,65.47425629
24576262,1,Entire home/apt,Manhattan,155,227.5848763
24576814,4,Entire home/apt,Manhattan,1045,68.40358071
24577366,1,Entire home/apt,Brooklyn,248,183.8988042
24577918,1,Entire home/apt,Brooklyn,636,72.82741866
24578471,2,Entire home/apt,Manhattan,779,74.62768313
24579023,2,Entire home/apt,Manhattan,592,116.7701938
24579575,1,Entire home/apt,Brooklyn,346,108.9474102
24580128,1,Private room,Manhattan,931,49.36391794
24581785,4,Entire home/apt,Manhattan,1178,34.06724087
24582337,2,Entire home/apt,Bronx,478,114.972529
24582889,1,Entire home/apt,Brooklyn,434,124.3273041
24583441,1,Private room,Brooklyn,900,75.14420409
24583994,1,Private room,Brooklyn,703,45.55117107
24584546,1,Private room,Manhattan,836,95.7147843
24585098,1,Entire home/apt,Manhattan,147,261.27602
24585651,1,Private room,Brooklyn,636,51.69578479
24586203,1,Private room,Queens,635,51.56750221
24586755,1,Private room,Queens,1130,53.07872583
24587308,2,Entire home/apt,Brooklyn,876,89.77501338
24588964,1,Entire home/apt,Brooklyn,250,192.2304425
24589517,2,Entire home/apt,Manhattan,1078,27.39003232
24590069,1,Entire home/apt,Brooklyn,725,71.41073004
24590621,1,Entire home/apt,Manhattan,273,136.8748972
24591174,1,Entire home/apt,Brooklyn,550,108.4821652
24592278,1,Entire home/apt,Brooklyn,1035,83.12970683
24592831,1,Private room,Brooklyn,538,65.33062075
24593383,1,Entire home/apt,Manhattan,505,141.7068957
24593935,1,Entire home/apt,Brooklyn,828,117.7000353
24594487,1,Private room,Manhattan,470,98.03215058
24595040,1,Private room,Queens,530,115.7844942
24595592,1,Entire home/apt,Brooklyn,122,336.8792852
24596144,3,Entire home/apt,Manhattan,628,73.15371647
24596697,2,Entire home/apt,Manhattan,1031,28.75328261
24597249,1,Entire home/apt,Queens,184,234.1937418
24597801,3,Entire home/apt,Manhattan,656,114.317086
24598354,1,Entire home/apt,Manhattan,794,104.1174233
24598906,1,Private room,Brooklyn,1096,30.01999318
24599458,1,Private room,Brooklyn,745,96.85143069
24600010,1,Entire home/apt,Queens,102,357.9534356
24600563,1,Private room,Brooklyn,540,100.6267018
24601115,1,Private room,Queens,1061,3.966244035
24601667,1,Entire home/apt,Manhattan,154,343.1698273
24602220,1,Entire home/apt,Queens,145,250.1159478
24603324,4,Entire home/apt,Brooklyn,1193,59.64274245
24603877,1,Private room,Manhattan,1135,6.395278597
24604429,4,Entire home/apt,Bronx,532,54.69363909
24604981,1,Entire home/apt,Manhattan,474,75.42594489
24605533,1,Entire home/apt,Manhattan,620,56.16997977
24606086,2,Entire home/apt,Manhattan,485,116.6503405
24606638,3,Entire home/apt,Brooklyn,1154,98.24033752
24607190,1,Entire home/apt,Brooklyn,288,155.6064754
24608295,1,Entire home/apt,Manhattan,424,136.1017067
24609400,1,Private room,Brooklyn,60,361.0
24609952,1,Private room,Brooklyn,146,233.6443145
24610504,1,Private room,Manhattan,1009,38.72392012
24611056,1,Entire home/apt,Manhattan,346,147.380187
24611609,1,Private room,Brooklyn,254,97.91642698
24612161,1,Private room,Brooklyn,461,109.9190179
24612713,2,Entire home/apt,Manhattan,796,105.6328019
24613266,1,Entire home/apt,Brooklyn,443,134.8540225
24613818,1,Entire home/apt,Manhattan,1012,37.11048086
24614370,1,Private room,Manhattan,659,39.23288577
24622102,1,Private room,Brooklyn,910,32.5038163
24622655,1,Private room,Manhattan,1118,40.073919
24623207,1,Private room,Manhattan,658,107.2000809
24623759,2,Entire home/apt,Manhattan,506,135.4163999
24624312,1,Private room,Brooklyn,550,80.24286007
24624864,2,Entire home/apt,Staten Island,365,70.2142408
24625416,1,Private room,Brooklyn,267,139.7922342
24625969,1,Private room,Brooklyn,64,361.0
24626521,1,Private room,Bronx,459,55.47323194
24627625,1,Private room,Brooklyn,387,127.6427394
24628730,1,Private room,Brooklyn,207,98.03913213
24630387,1,Private room,Bronx,472,61.86090178
24630939,1,Entire home/apt,Manhattan,629,107.900084
24631492,1,Private room,Bronx,503,53.87455783
24632044,2,Entire home/apt,Manhattan,330,187.8008814
24632596,1,Private room,Brooklyn,93,311.5273433
24633148,1,Entire home/apt,Manhattan,633,77.36499905
24633701,1,Private room,Queens,293,100.5401893
24634253,1,Private room,Queens,1084,32.09945692
24634805,1,Private room,Queens,695,89.14625494
24635910,3,Entire home/apt,Queens,958,63.862499
24636462,1,Entire home/apt,Queens,143,229.0028744
24637015,1,Private room,Brooklyn,1000,88.38449829
24637567,1,Entire home/apt,Manhattan,490,118.4744428
24638119,3,Entire home/apt,Brooklyn,688,132.2993839
24638671,1,Private room,Manhattan,553,92.79922875
24639224,1,Private room,Brooklyn,968,19.38612944
24639776,1,Entire home/apt,Manhattan,484,118.5634863
24640328,1,Private room,Brooklyn,392,62.2340928
24640881,1,Private room,Manhattan,867,57.47883024
24641433,1,Private room,Manhattan,707,77.26111238
24641985,1,Private room,Manhattan,774,79.97687933
24642538,1,Private room,Manhattan,769,106.2309863
24643090,2,Entire home/apt,Manhattan,853,141.574738
24643642,3,Entire home/apt,Brooklyn,1068,49.01017579
24644194,1,Entire home/apt,Queens,232,184.0391493
24645299,2,Entire home/apt,Brooklyn,329,192.3884858
24645851,1,Private room,Manhattan,394,84.22246122
24646404,1,Private room,Manhattan,680,50.80759117
24646956,1,Private room,Brooklyn,605,104.0326818
24648061,1,Private room,Queens,310,180.8141228
24648613,1,Entire home/apt,Staten Island,272,80.56463289
24650270,1,Private room,Staten Island,1025,37.36525441
24651374,1,Private room,Manhattan,293,129.3984189
24651927,1,Private room,Brooklyn,82,362.0
24653031,1,Private room,Queens,708,19.51262159
24653584,1,Entire home/apt,Manhattan,611,130.6799827
24654136,1,Private room,Brooklyn,1140,0.0
24654688,1,Private room,Brooklyn,315,109.1487251
24655240,2,Entire home/apt,Manhattan,128,313.4645654
24655793,1,Entire home/apt,Manhattan,741,102.390074
24656345,2,Entire home/apt,Manhattan,962,108.3836186
24656897,1,Private room,Manhattan,303,152.6144044
24657450,1,Private room,Manhattan,184,206.3141866
24658002,3,Entire home/apt,Manhattan,653,74.66486044
24658554,1,Private room,Manhattan,1190,31.97428308
24659107,1,Private room,Queens,843,89.20725261
24659659,1,Private room,Queens,812,44.19733191
24660211,1,Private room,Manhattan,816,44.70760881
24661316,1,Private room,Brooklyn,579,99.94694988
24661868,1,Private room,Manhattan,230,163.263595
24662420,1,Private room,Manhattan,1058,44.7277048
24672362,1,Private room,Manhattan,473,110.0444104
24673466,2,Entire home/apt,Manhattan,420,116.1343298
24674019,1,Entire home/apt,Queens,340,110.6179456
24675123,1,Private room,Manhattan,105,294.1243416
24675676,3,Entire home/apt,Brooklyn,527,123.6943585
24676228,1,Private room,Manhattan,697,11.7585949
24676780,1,Private room,Manhattan,1192,68.94638613
24677332,1,Private room,Manhattan,431,97.14439245
24677885,1,Private room,Manhattan,1154,35.88992092
24678437,1,Private room,Manhattan,267,108.8709848
24678989,1,Private room,Manhattan,141,218.6378151
24679542,1,Private room,Manhattan,415,150.8886566
24680094,1,Private room,Manhattan,206,155.4904157
24681199,3,Entire home/apt,Brooklyn,469,117.8382959
24681751,1,Entire home/apt,Brooklyn,793,119.2640237
24682303,1,Entire home/apt,Brooklyn,276,171.0811887
24682855,1,Private room,Manhattan,994,25.05958228
24683408,2,Entire home/apt,Brooklyn,312,135.262444
24683960,1,Entire home/apt,Queens,355,146.8815103
24684512,1,Shared room,Manhattan,83,274.9044486
24685065,2,Entire home/apt,Brooklyn,420,140.3112955
24685617,2,Entire home/apt,Manhattan,235,231.8240729
24686169,1,Entire home/apt,Brooklyn,269,122.8523265
24686722,3,Entire home/apt,Manhattan,885,91.22621176
24687826,1,Private room,Manhattan,450,100.9742172
24688378,1,Entire home/apt,Manhattan,1091,48.00067921
24688931,1,Private room,Manhattan,910,55.30544688
24689483,1,Private room,Manhattan,1060,0.0
24690035,1,Private room,Bronx,677,33.18900726
24690588,1,Private room,Manhattan,432,117.8999313
24691140,1,Private room,Brooklyn,1120,42.15799602
24692245,3,Entire home/apt,Brooklyn,673,111.7148683
24692797,1,Entire home/apt,Queens,68,362.0
24693349,1,Private room,Manhattan,71,362.0
24693901,1,Entire home/apt,Manhattan,338,189.9173477
24694454,3,Entire home/apt,Brooklyn,835,118.6704723
24695006,1,Entire home/apt,Manhattan,1085,76.41418257
24696111,1,Private room,Brooklyn,714,108.3472547
24697215,1,Private room,Brooklyn,833,85.86269191
24697768,1,Private room,Manhattan,736,99.35088118
24698320,1,Private room,Brooklyn,942,68.9713658
24698872,2,Entire home/apt,Manhattan,932,74.86158901
24699424,1,Entire home/apt,Manhattan,1178,70.11648219
24699977,2,Entire home/apt,Manhattan,755,99.85122644
24700529,1,Entire home/apt,Manhattan,459,136.8428357
24701634,1,Private room,Brooklyn,241,138.9728734
24702738,2,Entire home/apt,Brooklyn,1012,46.95601431
24703291,2,Entire home/apt,Manhattan,810,96.47116566
24703843,1,Entire home/apt,Manhattan,94,361.0
24705500,1,Shared room,Brooklyn,328,70.63880842
24706052,1,Private room,Brooklyn,1069,3.112524474
24706604,2,Entire home/apt,Brooklyn,476,152.0489476
24707157,2,Entire home/apt,Manhattan,538,146.9579734
24707709,2,Entire home/apt,Manhattan,735,83.16698892
24708814,1,Private room,Bronx,971,32.51486836
24709366,1,Entire home/apt,Manhattan,568,142.2496917
24709918,1,Private room,Manhattan,632,62.5916217
24710470,1,Private room,Queens,723,43.59157988
24711023,2,Entire home/apt,Brooklyn,849,103.2205062
24711575,1,Entire home/apt,Manhattan,196,252.4075463
24712127,1,Private room,Brooklyn,512,71.93644245
24712680,3,Entire home/apt,Manhattan,827,134.1144443
24714889,1,Entire home/apt,Brooklyn,429,135.7038441
24715441,1,Entire home/apt,Manhattan,134,255.3943232
24715993,1,Entire home/apt,Brooklyn,79,365.0
24716546,1,Entire home/apt,Brooklyn,449,92.1331656
24717098,1,Entire home/apt,Brooklyn,1151,41.0638823
24717650,3,Entire home/apt,Brooklyn,808,69.61303079
24718203,2,Entire home/apt,Brooklyn,636,115.676755
24718755,1,Private room,Queens,373,70.35833139
24719860,1,Private room,Queens,411,79.95507118
24721516,1,Private room,Queens,1010,57.64797279
24722621,1,Private room,Queens,644,83.28854129
24723173,1,Entire home/apt,Manhattan,291,173.2279439
24724278,4,Entire home/apt,Brooklyn,1040,108.6689387
24725935,1,Private room,Manhattan,326,101.0184959
24726487,1,Entire home/apt,Manhattan,483,129.4208647
24727592,2,Entire home/apt,Bronx,833,57.37951911
24728144,1,Private room,Brooklyn,1142,1.644163192
24728696,2,Entire home/apt,Brooklyn,809,52.1477853
24729801,3,Entire home/apt,Manhattan,760,85.84613119
24730906,1,Private room,Brooklyn,621,21.92272077
24731458,1,Entire home/apt,Manhattan,57,362.0
24732010,1,Entire home/apt,Manhattan,405,121.8639967
24732562,1,Private room,Bronx,813,57.08378483
24733115,1,Private room,Brooklyn,105,258.0381886
24734219,3,Entire home/apt,Brooklyn,520,109.6182042
24734772,1,Private room,Queens,976,43.08885216
24735876,2,Entire home/apt,Queens,534,129.6087789
24736429,2,Entire home/apt,Manhattan,598,131.4400558
24736981,1,Private room,Brooklyn,141,249.4577944
24737533,1,Entire home/apt,Manhattan,66,364.0
24738085,3,Entire home/apt,Brooklyn,542,98.35351551
24738638,1,Entire home/apt,Queens,213,186.4433191
24739190,1,Entire home/apt,Manhattan,174,231.3715017
24739742,1,Entire home/apt,Manhattan,418,103.3468614
24740295,1,Private room,Manhattan,667,91.01335173
24740847,1,Entire home/apt,Manhattan,666,111.993124
24741399,1,Private room,Brooklyn,683,50.77477952
24741952,1,Private room,Manhattan,621,73.53266529
24742504,1,Private room,Queens,758,73.59369952
24743056,1,Private room,Brooklyn,441,95.39714533
24743608,1,Private room,Brooklyn,322,73.9657482
24744161,1,Private room,Brooklyn,361,105.4427785
24744713,1,Private room,Brooklyn,648,53.65895422
24745818,1,Entire home/apt,Brooklyn,910,77.17345225
24746370,1,Private room,Brooklyn,973,56.69685755
24746922,1,Private room,Brooklyn,1199,43.75888416
24747475,3,Entire home/apt,Bronx,730,97.25596463
24748027,1,Private room,Queens,1043,27.06463738
24749131,1,Private room,Manhattan,873,74.89780927
24749684,1,Private room,Queens,77,362.0
24750236,1,Shared room,Manhattan,509,11.56466239
24750788,1,Shared room,Manhattan,1105,32.54857283
24751341,1,Private room,Queens,902,19.10926948
24751893,1,Entire home/apt,Manhattan,962,97.30831603
24753550,1,Entire home/apt,Manhattan,175,266.0998585
24754654,1,Entire home/apt,Manhattan,865,85.65082709
24755207,1,Private room,Brooklyn,72,365.0
24755759,1,Entire home/apt,Manhattan,992,39.40803413
24756311,1,Private room,Manhattan,435,76.22862943
24756864,1,Private room,Queens,755,62.31833712
24757416,1,Private room,Queens,223,155.541767
24757968,1,Entire home/apt,Manhattan,476,136.8101703
24758521,1,Private room,Staten Island,428,41.02873144
24759073,1,Entire home/apt,Brooklyn,65,364.0
24760730,1,Private room,Brooklyn,531,81.92756073
24761282,1,Private room,Manhattan,362,112.2375362
24761834,1,Private room,Brooklyn,529,62.69505301
24763491,1,Entire home/apt,Manhattan,863,107.1751585
24764044,1,Entire home/apt,Brooklyn,575,133.9548623
24764596,1,Entire home/apt,Queens,792,57.79349835
24765148,1,Entire home/apt,Manhattan,102,363.9669655
24765700,4,Entire home/apt,Brooklyn,1115,64.62384536
24766253,1,Private room,Manhattan,756,86.68945324
24767357,1,Entire home/apt,Queens,306,129.8988273
24767910,1,Private room,Manhattan,286,113.4251946
24768462,1,Private room,Manhattan,671,130.4932487
24769014,1,Private room,Manhattan,851,120.1997567
24769567,1,Private room,Brooklyn,571,59.11510052
24771223,1,Private room,Manhattan,655,77.42743464
24771776,1,Private room,Manhattan,1017,68.752101
24772328,1,Private room,Manhattan,963,19.51659894
24772880,1,Private room,Manhattan,94,317.9716995
24773433,2,Entire home/apt,Bronx,588,96.10827821
24773985,1,Entire home/apt,Manhattan,151,248.4914996
24774537,2,Entire home/apt,Manhattan,957,53.69764458
24775090,1,Private room,Manhattan,1145,41.86835307
24775642,1,Private room,Brooklyn,295,92.31143449
24776194,1,Private room,Brooklyn,429,57.226385
24776746,1,Private room,Brooklyn,960,21.14371931
24777299,3,Entire home/apt,Brooklyn,308,195.7593007
24777851,2,Entire home/apt,Manhattan,1054,49.15511195
24778403,1,Private room,Queens,848,74.38497795
24778956,1,Entire home/apt,Manhattan,755,110.2875941
24780060,1,Shared room,Bronx,202,32.88729985
24780613,1,Private room,Manhattan,1189,41.88068449
24781165,1,Entire home/apt,Manhattan,354,125.5294841
24781717,1,Private room,Queens,113,260.03545
24782269,1,Private room,Brooklyn,1086,40.12775728
24782822,2,Entire home/apt,Manhattan,120,359.1927068
24783374,1,Private room,Brooklyn,960,75.62812429
24783926,1,Private room,Brooklyn,1081,0.0
24784479,1,Entire home/apt,Brooklyn,201,211.8868852
24785031,3,Entire home/apt,Manhattan,805,108.9353492
24785583,1,Shared room,Manhattan,739,21.96135546
24786136,1,Shared room,Brooklyn,382,34.81684198
24786688,1,Private room,Manhattan,626,39.48589807
24787240,3,Entire home/apt,Manhattan,1035,25.24546959
24787792,1,Private room,Brooklyn,468,70.63602927
24788345,1,Private room,Brooklyn,708,96.87885914
24788897,1,Private room,Manhattan,1043,58.47151856
24789449,2,Entire home/apt,Manhattan,349,125.0141908
24790554,1,Private room,Bronx,270,76.85397587
24791659,1,Private room,Queens,697,94.89953515
24792211,1,Private room,Queens,514,95.25473493
24793315,1,Shared room,Manhattan,245,109.5034366
24793868,1,Private room,Manhattan,297,129.5372003
24794420,1,Private room,Brooklyn,525,99.94262795
24794972,1,Private room,Brooklyn,615,90.13537137
24795525,1,Shared room,Manhattan,830,67.92285763
24796077,1,Entire home/apt,Manhattan,130,294.9716752
24796629,1,Shared room,Manhattan,1112,43.82907202
24797182,1,Shared room,Manhattan,260,94.76249938
24797734,1,Shared room,Manhattan,286,60.49513115
24798286,1,Shared room,Manhattan,1164,1.424597662
24798838,3,Entire home/apt,Queens,182,212.4609752
24799391,1,Private room,Brooklyn,1191,9.316627217
24799943,1,Private room,Manhattan,477,95.22838995
24801048,1,Private room,Brooklyn,653,90.75326675
24801600,1,Private room,Brooklyn,837,68.29533069
24802152,1,Entire home/apt,Manhattan,78,361.0
24802705,1,Private room,Brooklyn,1001,58.41630041
24803809,1,Shared room,Manhattan,749,13.81714866
24804361,2,Entire home/apt,Manhattan,373,205.9912885
24806018,2,Entire home/apt,Manhattan,721,113.8603668
24806571,1,Private room,Queens,324,94.03122092
24807123,1,Private room,Manhattan,411,103.9610826
24807675,1,Private room,Brooklyn,674,56.96163356
24808228,1,Private room,Manhattan,1040,38.32593154
24808780,1,Entire home/apt,Manhattan,698,131.9842266
24809332,1,Shared room,Manhattan,648,17.98728754
24809884,1,Private room,Manhattan,360,78.36290544
24811541,1,Private room,Queens,109,279.2146298
24812094,1,Entire home/apt,Brooklyn,97,362.0
24812646,4,Entire home/apt,Manhattan,965,82.32556181
24813198,1,Entire home/apt,Brooklyn,231,171.469086
24813751,1,Private room,Queens,615,59.68522959
24814303,1,Private room,Brooklyn,1108,24.12637296
24815407,1,Entire home/apt,Manhattan,277,159.4917233
24816512,1,Private room,Brooklyn,687,84.01134245
24817617,1,Shared room,Manhattan,177,192.6980017
24818169,1,Shared room,Manhattan,434,38.11891552
24818721,1,Private room,Manhattan,717,53.41636527
24820378,2,Entire home/apt,Brooklyn,771,97.82766221
24820930,3,Entire home/apt,Manhattan,1024,87.03606661
24821483,3,Entire home/apt,Brooklyn,1061,92.10159312
24822035,1,Private room,Brooklyn,1016,56.71136253
24822587,1,Private room,Manhattan,1120,54.30747548
24823140,2,Entire home/apt,Manhattan,1080,51.63067134
24823692,1,Private room,Brooklyn,338,116.7662961
24824244,1,Entire home/apt,Brooklyn,454,131.3296087
24824797,1,Entire home/apt,Queens,295,146.3231357
24825349,2,Entire home/apt,Queens,425,104.206652
24825901,2,Entire home/apt,Queens,389,125.7989375
24826453,2,Entire home/apt,Manhattan,821,144.9849788
24827006,1,Entire home/apt,Manhattan,379,152.2142206
24827558,1,Private room,Queens,439,72.35648669
24828110,1,Private room,Manhattan,639,72.22383326
24828663,1,Private room,Manhattan,988,40.2441557
24829767,3,Entire home/apt,Manhattan,1140,60.39365982
24830320,2,Entire home/apt,Manhattan,551,160.0932544
24830872,1,Entire home/apt,Manhattan,618,129.9132092
24831424,1,Entire home/apt,Brooklyn,113,332.5705694
24832529,1,Entire home/apt,Manhattan,455,132.0619036
24833081,1,Private room,Manhattan,827,90.09733823
24834186,1,Private room,Manhattan,200,147.3474569
24834738,1,Entire home/apt,Queens,340,135.0680037
24835290,1,Private room,Queens,732,87.39536297
24835843,1,Entire home/apt,Brooklyn,111,326.1462198
24836947,1,Private room,Brooklyn,247,111.2364826
24837499,1,Private room,Manhattan,520,61.1834367
24838052,1,Entire home/apt,Brooklyn,355,179.2359006
24839156,2,Entire home/apt,Manhattan,1004,96.79598479
24839709,1,Private room,Manhattan,798,55.75808285
24840261,1,Private room,Brooklyn,908,68.62639844
24841366,1,Private room,Manhattan,1150,34.25032032
24841918,1,Private room,Brooklyn,862,78.93647828
24842470,1,Private room,Bronx,504,31.41453863
24843022,2,Entire home/apt,Brooklyn,761,64.2044611
24844127,3,Entire home/apt,Brooklyn,920,87.57208662
24844679,1,Private room,Queens,850,83.19628877
24845232,4,Entire home/apt,Queens,1069,63.41502212
24845784,1,Entire home/apt,Manhattan,260,160.7209593
24846336,2,Entire home/apt,Manhattan,845,111.559537
24846889,3,Entire home/apt,Brooklyn,896,86.4926491
24847441,1,Private room,Manhattan,508,101.5093654
24847993,1,Private room,Brooklyn,1179,29.08611668
24848545,1,Private room,Brooklyn,928,36.97038694
24849650,1,Private room,Queens,1020,26.93192824
24850202,3,Entire home/apt,Manhattan,1155,109.4523808
24850755,1,Private room,Manhattan,999,42.79970937
24851307,3,Entire home/apt,Manhattan,931,76.0908769
24852412,1,Private room,Brooklyn,351,136.2037619
24852964,1,Private room,Manhattan,309,162.3599224
24853516,3,Entire home/apt,Brooklyn,696,112.0711626
24854068,1,Entire home/apt,Manhattan,1095,80.66422435
24854621,1,Entire home/apt,Brooklyn,119,309.679024
24855725,1,Private room,Manhattan,191,209.4900626
24856278,1,Private room,Queens,862,87.13825966
24856830,2,Entire home/apt,Manhattan,1183,27.46623252
24857382,1,Private room,Manhattan,148,231.8810787
24857935,1,Private room,Bronx,460,72.15548449
24858487,4,Entire home/apt,Staten Island,825,65.60780051
24859591,2,Entire home/apt,Manhattan,608,96.90785702
24860144,2,Entire home/apt,Queens,644,101.9727538
24860696,1,Private room,Queens,813,87.20786578
24861248,1,Private room,Brooklyn,948,49.79763914
24861801,1,Entire home/apt,Manhattan,318,155.5555933
24862353,1,Entire home/apt,Manhattan,445,87.03201804
24862905,3,Entire home/apt,Queens,644,124.0918443
24863458,1,Private room,Queens,467,87.54043767
24864010,1,Private room,Manhattan,618,103.7489559
24864562,1,Private room,Queens,992,26.59311058
24865114,1,Private room,Brooklyn,431,80.01270196
24865667,1,Entire home/apt,Manhattan,289,175.0393803
24866219,3,Entire home/apt,Manhattan,1013,108.9663543
24866771,1,Entire home/apt,Staten Island,410,100.3159402
24867324,2,Entire home/apt,Manhattan,940,110.3735526
24868981,2,Entire home/apt,Brooklyn,862,129.9734592
24869533,1,Private room,Manhattan,646,89.88239034
24870085,2,Entire home/apt,Queens,184,222.0059549
24870637,1,Private room,Manhattan,699,112.6573765
24871190,1,Private room,Brooklyn,471,42.01634671
24872294,1,Private room,Queens,479,47.23604087
24872847,2,Entire home/apt,Manhattan,943,93.95575831
24873399,2,Entire home/apt,Manhattan,446,125.5006495
24873951,1,Entire home/apt,Manhattan,573,99.71929576
24875056,2,Entire home/apt,Brooklyn,537,109.4871613
24875608,1,Private room,Manhattan,729,99.06484451
24876713,4,Entire home/apt,Manhattan,1098,124.3898478
24877265,2,Entire home/apt,Brooklyn,1020,83.64078543
24877817,2,Entire home/apt,Manhattan,192,211.019779
24878370,3,Entire home/apt,Manhattan,1090,99.22378943
24878922,1,Private room,Queens,870,48.6154503
24880579,1,Entire home/apt,Brooklyn,273,142.250363
24881131,1,Private room,Manhattan,380,118.227077
24881683,1,Private room,Bronx,108,148.8107616
24882236,1,Private room,Manhattan,865,68.78839635
24882788,1,Private room,Manhattan,667,88.26107378
24883340,2,Entire home/apt,Brooklyn,522,102.8145963
24884445,1,Entire home/apt,Manhattan,178,231.3920379
24884997,3,Entire home/apt,Manhattan,1123,72.89851776
24885550,1,Private room,Brooklyn,274,108.7374857
24886102,1,Private room,Queens,1129,16.72567929
24887206,1,Entire home/apt,Brooklyn,761,146.1033986
24887759,1,Private room,Queens,959,0.0
24888311,1,Private room,Manhattan,519,88.79599207
24889416,1,Private room,Manhattan,824,95.16976083
24889968,1,Private room,Manhattan,557,100.1774208
24890520,3,Entire home/apt,Queens,904,88.53818416
24891073,2,Entire home/apt,Queens,690,93.54808603
24891625,1,Private room,Queens,166,215.804207
24892729,4,Entire home/apt,Manhattan,1159,50.43303359
24893282,1,Entire home/apt,Manhattan,215,240.2007193
24893834,2,Entire home/apt,Brooklyn,812,112.3225817
24894386,2,Entire home/apt,Queens,349,157.384413
24894939,1,Entire home/apt,Brooklyn,724,95.53631221
24895491,1,Private room,Brooklyn,191,146.572898
24896043,3,Entire home/apt,Brooklyn,1043,62.6364909
24896596,3,Entire home/apt,Brooklyn,942,73.73291079
24897148,3,Entire home/apt,Brooklyn,804,118.1793856
24897700,4,Entire home/apt,Manhattan,1134,64.89294276
24898252,1,Private room,Brooklyn,605,105.1888253
24898805,3,Entire home/apt,Manhattan,951,95.49659429
24899357,1,Private room,Brooklyn,131,231.232724
24899909,1,Entire home/apt,Manhattan,121,364.1651285
24900462,1,Entire home/apt,Brooklyn,511,99.32986886
24901014,1,Private room,Brooklyn,834,51.30961682
24901566,1,Private room,Queens,551,101.4719613
24902119,1,Private room,Manhattan,59,364.0
24902671,1,Private room,Queens,599,39.85880618
24903223,1,Private room,Manhattan,754,77.35130734
24904328,1,Entire home/apt,Brooklyn,235,190.9887072
24904880,1,Private room,Brooklyn,921,58.93412465
24905432,1,Entire home/apt,Manhattan,509,164.6809413
24905985,1,Private room,Brooklyn,170,169.9477484
24906537,1,Entire home/apt,Queens,87,363.0
24907089,4,Entire home/apt,Manhattan,824,78.16932764
24907642,2,Entire home/apt,Brooklyn,1106,69.27120069
24908194,1,Private room,Queens,411,107.2484758
24908746,2,Entire home/apt,Manhattan,440,124.2090594
24909851,1,Private room,Manhattan,298,151.8591948
24910403,1,Entire home/apt,Brooklyn,344,178.4550638
24910955,1,Entire home/apt,Brooklyn,741,84.64852016
24911508,1,Entire home/apt,Manhattan,416,94.0789889
24912612,1,Private room,Brooklyn,418,47.76454
24913165,2,Entire home/apt,Brooklyn,610,107.0311846
24913717,4,Entire home/apt,Brooklyn,1047,44.24693484
24914269,1,Private room,Bronx,1034,55.03461381
24914821,2,Entire home/apt,Manhattan,197,259.5087126
24915374,1,Private room,Manhattan,1033,42.65530311
24915926,1,Private room,Brooklyn,341,135.5343551
24917031,2,Entire home/apt,Manhattan,1114,121.3883303
24917583,2,Entire home/apt,Bronx,69,361.0
24918688,2,Entire home/apt,Staten Island,668,12.19367621
24919240,1,Shared room,Queens,255,56.38449341
24919792,2,Entire home/apt,Manhattan,744,129.4685495
24920344,2,Entire home/apt,Manhattan,377,177.8059926
24920897,4,Entire home/apt,Manhattan,881,137.2621569
24921449,1,Private room,Brooklyn,488,123.1189585
24922001,1,Private room,Brooklyn,446,127.7058584
24922554,1,Shared room,Queens,963,56.0500416
24924211,2,Entire home/apt,Brooklyn,694,43.38250766
24925315,2,Entire home/apt,Manhattan,176,226.9523733
24925867,1,Private room,Manhattan,105,312.0489471
24926420,1,Private room,Manhattan,1099,45.00544863
24926972,1,Entire home/apt,Brooklyn,766,100.5669677
24927524,1,Private room,Brooklyn,675,69.97244346
24928077,1,Private room,Manhattan,1129,36.70366001
24928629,1,Private room,Manhattan,585,36.10247
24929181,1,Private room,Brooklyn,836,95.70335114
24929734,1,Entire home/apt,Manhattan,1109,30.8364492
24930286,1,Entire home/apt,Manhattan,429,171.6486523
24930838,1,Entire home/apt,Manhattan,925,92.19187908
24931390,3,Entire home/apt,Manhattan,1129,80.05207952
24932495,3,Entire home/apt,Brooklyn,1125,42.26205065
24933047,1,Private room,Brooklyn,592,84.14850899
24933600,4,Entire home/apt,Queens,602,90.46473561
24934704,1,Private room,Staten Island,473,0.0
24935257,1,Entire home/apt,Queens,912,37.05285639
24935809,1,Entire home/apt,Queens,323,122.9347393
24936361,1,Entire home/apt,Manhattan,498,135.7127821
24936913,2,Entire home/apt,Manhattan,572,92.77557397
24938018,1,Private room,Brooklyn,728,68.29271912
24938570,1,Private room,Brooklyn,1048,22.68784947
24939123,1,Private room,Brooklyn,955,18.69677502
24939675,4,Entire home/apt,Queens,490,122.0793453
24940227,1,Shared room,Brooklyn,1106,0.0
24940780,1,Shared room,Brooklyn,217,101.0200779
24941332,1,Entire home/apt,Brooklyn,60,362.0
